"account_id";"district_id";"frequency";"date"
1559;14;"MONTHLY FEE";941008
2195;73;"MONTHLY FEE";941008
1205;73;"MONTHLY FEE";941008
2059;37;"MONTHLY FEE";941008
2333;45;"MONTHLY FEE";941008
3074;74;"WEEKLY FEE";941008
2840;15;"MONTHLY FEE";941009
2430;3;"MONTHLY FEE";941009
2463;56;"MONTHLY FEE";941011
3860;4;"MONTHLY FEE";941011
2788;54;"MONTHLY FEE";941012
8127;37;"MONTHLY FEE";941013
596;31;"MONTHLY FEE";941013
3622;53;"MONTHLY FEE";941015
1312;23;"MONTHLY FEE";941015
2742;23;"MONTHLY FEE";941015
654;63;"MONTHLY FEE";941016
4283;39;"MONTHLY FEE";941016
2924;56;"MONTHLY FEE";941016
3756;39;"WEEKLY FEE";941017
2790;1;"MONTHLY FEE";941018
67;16;"MONTHLY FEE";941019
2949;1;"MONTHLY FEE";941021
3849;75;"MONTHLY FEE";941021
5422;66;"MONTHLY FEE";941022
988;10;"MONTHLY FEE";941022
3058;44;"MONTHLY FEE";941023
1958;40;"MONTHLY FEE";941024
1441;50;"MONTHLY FEE";941025
1109;66;"MONTHLY FEE";941027
2536;41;"MONTHLY FEE";941028
1295;15;"MONTHLY FEE";941028
3419;1;"MONTHLY FEE";941029
1993;68;"MONTHLY FEE";941030
1076;1;"MONTHLY FEE";941030
960;4;"FEE AFTER TRANSACTION";941102
201;63;"MONTHLY FEE";941102
1168;29;"MONTHLY FEE";941103
2365;42;"MONTHLY FEE";941104
973;54;"MONTHLY FEE";941105
3663;67;"MONTHLY FEE";941106
3576;58;"MONTHLY FEE";941107
4082;49;"MONTHLY FEE";941108
2541;57;"MONTHLY FEE";941108
4476;24;"MONTHLY FEE";941110
2572;64;"FEE AFTER TRANSACTION";941113
2377;77;"MONTHLY FEE";941113
1554;47;"MONTHLY FEE";941115
5632;5;"WEEKLY FEE";941115
940;37;"MONTHLY FEE";941115
1583;69;"FEE AFTER TRANSACTION";941117
2218;19;"MONTHLY FEE";941121
1708;22;"MONTHLY FEE";941121
449;19;"MONTHLY FEE";941122
2044;6;"MONTHLY FEE";941123
11186;12;"MONTHLY FEE";941124
29;7;"MONTHLY FEE";941124
3752;1;"MONTHLY FEE";941125
2028;7;"WEEKLY FEE";941126
1294;71;"MONTHLY FEE";941127
106;63;"MONTHLY FEE";941127
2707;61;"MONTHLY FEE";941127
2027;19;"MONTHLY FEE";941128
3369;8;"MONTHLY FEE";941201
9731;54;"FEE AFTER TRANSACTION";941201
1578;48;"MONTHLY FEE";941201
8411;20;"MONTHLY FEE";941202
1919;18;"MONTHLY FEE";941204
1307;56;"MONTHLY FEE";941205
2121;64;"MONTHLY FEE";941205
1436;3;"MONTHLY FEE";941207
3489;9;"MONTHLY FEE";941208
3348;4;"MONTHLY FEE";941208
2809;73;"MONTHLY FEE";941208
3364;21;"WEEKLY FEE";941208
2546;1;"MONTHLY FEE";941208
2343;68;"MONTHLY FEE";941209
594;54;"MONTHLY FEE";941209
4434;41;"MONTHLY FEE";941209
359;11;"MONTHLY FEE";941211
3279;46;"WEEKLY FEE";941217
1011;45;"MONTHLY FEE";941217
8856;15;"MONTHLY FEE";941218
2808;1;"MONTHLY FEE";941218
5357;70;"MONTHLY FEE";941218
775;1;"MONTHLY FEE";941218
2524;1;"MONTHLY FEE";941219
3903;58;"MONTHLY FEE";941219
802;15;"MONTHLY FEE";941220
3567;5;"MONTHLY FEE";941220
68;37;"FEE AFTER TRANSACTION";941220
1417;75;"MONTHLY FEE";941220
3643;1;"MONTHLY FEE";941222
10728;71;"MONTHLY FEE";941223
2384;40;"MONTHLY FEE";941223
1835;74;"MONTHLY FEE";941224
3621;32;"MONTHLY FEE";941225
1394;32;"MONTHLY FEE";941227
3006;64;"MONTHLY FEE";950101
2322;33;"MONTHLY FEE";950102
1331;59;"MONTHLY FEE";950103
2355;1;"MONTHLY FEE";950103
3482;70;"MONTHLY FEE";950103
4503;50;"MONTHLY FEE";950103
2077;29;"MONTHLY FEE";950104
685;37;"WEEKLY FEE";950104
2163;17;"MONTHLY FEE";950105
2239;25;"MONTHLY FEE";950105
1706;1;"MONTHLY FEE";950105
7795;64;"MONTHLY FEE";950105
3128;1;"MONTHLY FEE";950106
2978;74;"MONTHLY FEE";950106
3141;1;"WEEKLY FEE";950106
3250;1;"MONTHLY FEE";950106
1955;49;"MONTHLY FEE";950107
5650;10;"FEE AFTER TRANSACTION";950108
3641;7;"MONTHLY FEE";950109
2923;43;"MONTHLY FEE";950110
8092;54;"MONTHLY FEE";950111
2421;18;"MONTHLY FEE";950111
1437;50;"MONTHLY FEE";950113
756;65;"MONTHLY FEE";950113
3244;56;"MONTHLY FEE";950114
10630;41;"MONTHLY FEE";950115
3981;23;"MONTHLY FEE";950115
3812;72;"MONTHLY FEE";950116
4368;1;"MONTHLY FEE";950116
2729;40;"MONTHLY FEE";950116
2446;3;"MONTHLY FEE";950116
839;16;"MONTHLY FEE";950117
1625;1;"MONTHLY FEE";950117
2563;48;"MONTHLY FEE";950117
1414;58;"MONTHLY FEE";950117
7562;72;"WEEKLY FEE";950117
2185;67;"MONTHLY FEE";950118
1446;57;"MONTHLY FEE";950118
915;72;"MONTHLY FEE";950118
3777;70;"MONTHLY FEE";950119
2414;1;"MONTHLY FEE";950119
9814;64;"WEEKLY FEE";950119
2681;28;"MONTHLY FEE";950119
484;1;"MONTHLY FEE";950120
217;77;"MONTHLY FEE";950120
9030;72;"MONTHLY FEE";950121
2352;70;"MONTHLY FEE";950121
1526;52;"MONTHLY FEE";950122
3841;8;"MONTHLY FEE";950122
270;27;"MONTHLY FEE";950123
1914;27;"MONTHLY FEE";950124
2054;1;"MONTHLY FEE";950124
2111;42;"WEEKLY FEE";950125
1769;39;"MONTHLY FEE";950125
2663;64;"MONTHLY FEE";950125
4103;38;"MONTHLY FEE";950125
5735;52;"MONTHLY FEE";950125
3362;73;"MONTHLY FEE";950125
2755;20;"MONTHLY FEE";950126
3235;8;"MONTHLY FEE";950126
795;25;"MONTHLY FEE";950127
1548;47;"MONTHLY FEE";950127
650;3;"MONTHLY FEE";950128
11042;72;"MONTHLY FEE";950129
3421;31;"MONTHLY FEE";950201
1112;48;"MONTHLY FEE";950203
3583;40;"MONTHLY FEE";950203
4001;54;"MONTHLY FEE";950204
393;46;"MONTHLY FEE";950204
2718;29;"MONTHLY FEE";950205
1496;57;"MONTHLY FEE";950205
2968;15;"MONTHLY FEE";950205
1889;59;"MONTHLY FEE";950206
789;39;"MONTHLY FEE";950206
7614;62;"MONTHLY FEE";950208
8159;26;"MONTHLY FEE";950208
2151;38;"MONTHLY FEE";950208
3865;50;"MONTHLY FEE";950209
4109;54;"MONTHLY FEE";950209
515;57;"MONTHLY FEE";950209
3817;70;"MONTHLY FEE";950210
2268;1;"MONTHLY FEE";950211
388;59;"MONTHLY FEE";950211
3623;59;"MONTHLY FEE";950212
1967;26;"WEEKLY FEE";950213
4727;2;"MONTHLY FEE";950213
3466;64;"MONTHLY FEE";950216
3297;53;"MONTHLY FEE";950217
607;16;"MONTHLY FEE";950217
1858;72;"MONTHLY FEE";950218
3978;59;"MONTHLY FEE";950218
70;8;"MONTHLY FEE";950218
781;33;"MONTHLY FEE";950219
10884;65;"MONTHLY FEE";950220
2688;72;"MONTHLY FEE";950220
1772;31;"WEEKLY FEE";950220
2490;22;"MONTHLY FEE";950221
2047;20;"MONTHLY FEE";950221
3839;1;"MONTHLY FEE";950221
1633;51;"MONTHLY FEE";950222
763;1;"MONTHLY FEE";950223
4161;1;"MONTHLY FEE";950223
2431;74;"MONTHLY FEE";950223
3753;28;"MONTHLY FEE";950224
1778;15;"MONTHLY FEE";950225
2911;33;"MONTHLY FEE";950225
3710;1;"MONTHLY FEE";950225
1702;56;"MONTHLY FEE";950227
3737;34;"MONTHLY FEE";950301
190;74;"MONTHLY FEE";950302
2865;1;"MONTHLY FEE";950303
3014;75;"WEEKLY FEE";950303
2680;46;"MONTHLY FEE";950303
1129;35;"MONTHLY FEE";950303
3233;31;"MONTHLY FEE";950303
1287;35;"MONTHLY FEE";950304
9897;1;"MONTHLY FEE";950304
30;36;"MONTHLY FEE";950304
2367;28;"MONTHLY FEE";950304
3826;34;"MONTHLY FEE";950305
376;25;"MONTHLY FEE";950305
1108;26;"MONTHLY FEE";950309
108;53;"MONTHLY FEE";950310
1802;75;"MONTHLY FEE";950310
3230;1;"MONTHLY FEE";950311
3989;19;"MONTHLY FEE";950311
2723;75;"MONTHLY FEE";950312
7859;52;"MONTHLY FEE";950314
7606;21;"MONTHLY FEE";950315
158;37;"MONTHLY FEE";950315
6397;48;"MONTHLY FEE";950315
150;73;"MONTHLY FEE";950316
3402;76;"WEEKLY FEE";950316
2810;66;"MONTHLY FEE";950316
586;54;"MONTHLY FEE";950316
1261;52;"MONTHLY FEE";950318
2856;25;"MONTHLY FEE";950318
288;25;"MONTHLY FEE";950318
3750;77;"MONTHLY FEE";950318
1174;70;"MONTHLY FEE";950321
1306;1;"MONTHLY FEE";950322
5541;43;"MONTHLY FEE";950324
1;18;"MONTHLY FEE";950324
981;66;"MONTHLY FEE";950325
767;25;"MONTHLY FEE";950326
608;32;"MONTHLY FEE";950327
1757;75;"MONTHLY FEE";950327
6609;16;"MONTHLY FEE";950327
870;70;"MONTHLY FEE";950327
227;27;"MONTHLY FEE";950328
568;18;"MONTHLY FEE";950328
1254;74;"MONTHLY FEE";950328
1540;1;"MONTHLY FEE";950329
1692;56;"MONTHLY FEE";950329
1249;67;"MONTHLY FEE";950330
95;1;"MONTHLY FEE";950330
1561;66;"MONTHLY FEE";950401
2540;54;"MONTHLY FEE";950401
248;1;"MONTHLY FEE";950402
9493;64;"MONTHLY FEE";950402
5126;58;"MONTHLY FEE";950403
231;22;"MONTHLY FEE";950403
2203;47;"MONTHLY FEE";950404
6910;76;"MONTHLY FEE";950404
1986;46;"MONTHLY FEE";950404
2839;70;"MONTHLY FEE";950404
1479;54;"MONTHLY FEE";950404
3147;54;"MONTHLY FEE";950405
6289;64;"MONTHLY FEE";950405
1590;77;"MONTHLY FEE";950407
7418;21;"MONTHLY FEE";950407
19;21;"MONTHLY FEE";950407
842;62;"MONTHLY FEE";950407
1821;70;"MONTHLY FEE";950407
206;61;"MONTHLY FEE";950408
3109;18;"MONTHLY FEE";950408
7815;19;"WEEKLY FEE";950409
7136;12;"WEEKLY FEE";950409
1228;62;"MONTHLY FEE";950409
893;53;"MONTHLY FEE";950412
3702;53;"MONTHLY FEE";950413
4852;47;"MONTHLY FEE";950413
2750;13;"MONTHLY FEE";950413
1046;1;"MONTHLY FEE";950414
3729;31;"MONTHLY FEE";950414
1862;19;"WEEKLY FEE";950415
1309;1;"MONTHLY FEE";950415
1315;13;"MONTHLY FEE";950417
3321;17;"MONTHLY FEE";950418
3231;73;"MONTHLY FEE";950418
5724;14;"FEE AFTER TRANSACTION";950419
3823;74;"MONTHLY FEE";950419
2726;18;"MONTHLY FEE";950420
1038;64;"MONTHLY FEE";950420
7861;34;"MONTHLY FEE";950422
819;20;"MONTHLY FEE";950422
455;54;"MONTHLY FEE";950423
3930;37;"MONTHLY FEE";950425
4423;39;"MONTHLY FEE";950426
267;38;"MONTHLY FEE";950426
922;61;"MONTHLY FEE";950427
3735;1;"MONTHLY FEE";950427
3449;1;"MONTHLY FEE";950427
2751;31;"MONTHLY FEE";950428
404;41;"MONTHLY FEE";950428
2547;74;"MONTHLY FEE";950428
1248;22;"MONTHLY FEE";950429
2331;8;"MONTHLY FEE";950429
1010;61;"MONTHLY FEE";950501
54;4;"MONTHLY FEE";950502
2364;33;"MONTHLY FEE";950503
1280;70;"MONTHLY FEE";950503
2931;36;"MONTHLY FEE";950504
10351;23;"MONTHLY FEE";950504
3936;39;"MONTHLY FEE";950504
5194;1;"FEE AFTER TRANSACTION";950505
3464;25;"MONTHLY FEE";950505
533;40;"MONTHLY FEE";950507
3940;35;"WEEKLY FEE";950507
4538;70;"MONTHLY FEE";950507
454;7;"MONTHLY FEE";950507
1183;12;"MONTHLY FEE";950508
2323;72;"MONTHLY FEE";950508
463;51;"MONTHLY FEE";950508
285;17;"MONTHLY FEE";950508
4105;58;"MONTHLY FEE";950508
2525;45;"MONTHLY FEE";950508
6434;1;"MONTHLY FEE";950508
2919;77;"MONTHLY FEE";950510
1741;21;"MONTHLY FEE";950510
746;75;"MONTHLY FEE";950510
256;37;"MONTHLY FEE";950514
3845;48;"MONTHLY FEE";950514
4014;56;"FEE AFTER TRANSACTION";950515
2178;64;"MONTHLY FEE";950515
2935;68;"MONTHLY FEE";950515
544;32;"MONTHLY FEE";950515
1720;35;"MONTHLY FEE";950516
875;63;"MONTHLY FEE";950517
733;49;"WEEKLY FEE";950517
3251;59;"MONTHLY FEE";950518
5358;4;"MONTHLY FEE";950518
2521;63;"MONTHLY FEE";950519
10963;16;"MONTHLY FEE";950520
57;1;"MONTHLY FEE";950521
4589;4;"MONTHLY FEE";950522
490;45;"MONTHLY FEE";950523
3386;2;"MONTHLY FEE";950523
8998;61;"MONTHLY FEE";950524
11349;1;"WEEKLY FEE";950526
2969;29;"MONTHLY FEE";950526
1530;70;"MONTHLY FEE";950527
1642;64;"MONTHLY FEE";950527
6358;3;"MONTHLY FEE";950527
10001;24;"MONTHLY FEE";950528
3186;10;"MONTHLY FEE";950528
1059;8;"MONTHLY FEE";950530
3624;32;"WEEKLY FEE";950530
1974;42;"MONTHLY FEE";950601
2559;32;"MONTHLY FEE";950601
11069;37;"MONTHLY FEE";950602
3874;51;"MONTHLY FEE";950602
3520;72;"MONTHLY FEE";950604
2018;42;"MONTHLY FEE";950604
2877;37;"MONTHLY FEE";950604
2642;68;"MONTHLY FEE";950605
553;26;"MONTHLY FEE";950606
1092;41;"MONTHLY FEE";950606
471;47;"MONTHLY FEE";950607
53;77;"MONTHLY FEE";950607
1413;65;"MONTHLY FEE";950607
5774;1;"MONTHLY FEE";950608
3392;1;"MONTHLY FEE";950608
1465;30;"MONTHLY FEE";950608
1420;68;"MONTHLY FEE";950608
1620;17;"MONTHLY FEE";950608
4121;54;"MONTHLY FEE";950608
754;1;"MONTHLY FEE";950608
3045;1;"MONTHLY FEE";950608
3453;13;"MONTHLY FEE";950608
1696;43;"MONTHLY FEE";950609
2139;8;"MONTHLY FEE";950609
1793;56;"MONTHLY FEE";950610
3725;33;"MONTHLY FEE";950611
896;3;"MONTHLY FEE";950611
3252;12;"MONTHLY FEE";950612
808;69;"MONTHLY FEE";950613
3601;54;"MONTHLY FEE";950613
131;52;"MONTHLY FEE";950613
3124;6;"MONTHLY FEE";950613
7618;72;"WEEKLY FEE";950613
807;76;"WEEKLY FEE";950613
3847;33;"MONTHLY FEE";950613
223;39;"MONTHLY FEE";950613
2328;35;"MONTHLY FEE";950614
1519;9;"MONTHLY FEE";950614
10019;8;"MONTHLY FEE";950615
458;7;"MONTHLY FEE";950616
120;65;"WEEKLY FEE";950616
1846;6;"MONTHLY FEE";950617
2096;32;"MONTHLY FEE";950617
2297;46;"MONTHLY FEE";950618
7184;5;"MONTHLY FEE";950619
2781;16;"MONTHLY FEE";950620
1031;74;"MONTHLY FEE";950620
3810;43;"MONTHLY FEE";950622
1151;40;"MONTHLY FEE";950623
1728;74;"MONTHLY FEE";950623
9235;37;"MONTHLY FEE";950624
3363;30;"MONTHLY FEE";950624
3436;5;"MONTHLY FEE";950624
2533;49;"MONTHLY FEE";950627
99;1;"MONTHLY FEE";950627
638;65;"MONTHLY FEE";950628
2292;41;"MONTHLY FEE";950629
1725;72;"FEE AFTER TRANSACTION";950703
3410;39;"MONTHLY FEE";950703
1597;68;"MONTHLY FEE";950704
2041;48;"MONTHLY FEE";950705
5742;74;"FEE AFTER TRANSACTION";950705
4415;73;"MONTHLY FEE";950705
4330;47;"MONTHLY FEE";950705
3458;63;"MONTHLY FEE";950707
3330;76;"MONTHLY FEE";950708
6649;1;"MONTHLY FEE";950708
3779;74;"MONTHLY FEE";950708
1103;66;"MONTHLY FEE";950709
731;5;"MONTHLY FEE";950711
2307;60;"MONTHLY FEE";950712
3474;23;"MONTHLY FEE";950712
625;70;"MONTHLY FEE";950712
1075;35;"MONTHLY FEE";950713
2281;1;"MONTHLY FEE";950713
3895;27;"MONTHLY FEE";950714
5263;64;"MONTHLY FEE";950714
5794;70;"MONTHLY FEE";950714
1220;1;"MONTHLY FEE";950715
1568;23;"MONTHLY FEE";950715
1344;12;"FEE AFTER TRANSACTION";950716
8547;14;"WEEKLY FEE";950717
1135;1;"MONTHLY FEE";950717
4263;5;"MONTHLY FEE";950717
3532;73;"MONTHLY FEE";950718
1251;34;"WEEKLY FEE";950718
1936;70;"MONTHLY FEE";950718
2244;46;"MONTHLY FEE";950719
2310;15;"MONTHLY FEE";950719
1994;42;"MONTHLY FEE";950719
720;54;"MONTHLY FEE";950720
1472;2;"MONTHLY FEE";950720
2144;55;"FEE AFTER TRANSACTION";950721
953;14;"MONTHLY FEE";950722
4081;11;"MONTHLY FEE";950722
10018;8;"MONTHLY FEE";950723
2553;41;"MONTHLY FEE";950724
2520;18;"MONTHLY FEE";950725
1252;13;"WEEKLY FEE";950726
3357;54;"MONTHLY FEE";950726
6985;38;"MONTHLY FEE";950727
2957;25;"MONTHLY FEE";950728
4948;43;"MONTHLY FEE";950729
1803;24;"MONTHLY FEE";950729
2577;7;"MONTHLY FEE";950730
1009;1;"WEEKLY FEE";950801
2265;65;"MONTHLY FEE";950803
675;58;"MONTHLY FEE";950803
5033;54;"MONTHLY FEE";950803
1971;41;"MONTHLY FEE";950804
2830;20;"MONTHLY FEE";950804
1927;42;"MONTHLY FEE";950804
5118;72;"MONTHLY FEE";950805
3203;23;"MONTHLY FEE";950807
3270;30;"MONTHLY FEE";950808
1520;48;"MONTHLY FEE";950808
4681;70;"MONTHLY FEE";950808
3902;1;"MONTHLY FEE";950808
8327;1;"WEEKLY FEE";950808
1203;72;"MONTHLY FEE";950809
2608;19;"MONTHLY FEE";950809
2206;45;"MONTHLY FEE";950810
3216;3;"MONTHLY FEE";950811
1122;13;"MONTHLY FEE";950812
786;53;"MONTHLY FEE";950812
3631;1;"MONTHLY FEE";950813
2514;16;"MONTHLY FEE";950813
75;1;"MONTHLY FEE";950813
3679;64;"MONTHLY FEE";950815
2562;35;"MONTHLY FEE";950815
2280;68;"MONTHLY FEE";950817
3896;45;"MONTHLY FEE";950817
11138;70;"WEEKLY FEE";950818
5213;1;"MONTHLY FEE";950818
531;31;"MONTHLY FEE";950818
6856;43;"MONTHLY FEE";950819
5024;70;"MONTHLY FEE";950820
560;36;"MONTHLY FEE";950820
11382;74;"MONTHLY FEE";950820
2855;27;"MONTHLY FEE";950821
2858;56;"MONTHLY FEE";950822
3763;55;"MONTHLY FEE";950823
995;64;"MONTHLY FEE";950823
3315;23;"MONTHLY FEE";950824
3582;19;"MONTHLY FEE";950826
420;75;"MONTHLY FEE";950826
937;43;"MONTHLY FEE";950826
4258;51;"MONTHLY FEE";950826
5066;13;"WEEKLY FEE";950827
2236;73;"MONTHLY FEE";950827
3995;12;"MONTHLY FEE";950827
894;46;"MONTHLY FEE";950827
418;36;"MONTHLY FEE";950827
3254;36;"MONTHLY FEE";950827
32;5;"MONTHLY FEE";950828
213;73;"MONTHLY FEE";950829
2833;64;"MONTHLY FEE";950830
3553;70;"MONTHLY FEE";950830
9052;43;"FEE AFTER TRANSACTION";950830
3139;12;"MONTHLY FEE";950830
1562;1;"MONTHLY FEE";950830
1961;13;"MONTHLY FEE";950830
353;24;"MONTHLY FEE";950830
1640;13;"MONTHLY FEE";950901
6872;15;"MONTHLY FEE";950902
532;26;"MONTHLY FEE";950902
674;49;"MONTHLY FEE";950902
10365;22;"MONTHLY FEE";950902
430;54;"MONTHLY FEE";950902
429;63;"MONTHLY FEE";950903
3269;37;"MONTHLY FEE";950903
1810;50;"MONTHLY FEE";950903
665;8;"MONTHLY FEE";950903
3855;33;"MONTHLY FEE";950904
3866;60;"MONTHLY FEE";950905
3914;33;"MONTHLY FEE";950905
3807;53;"MONTHLY FEE";950905
3925;1;"MONTHLY FEE";950905
219;28;"MONTHLY FEE";950906
3552;62;"MONTHLY FEE";950906
7957;51;"MONTHLY FEE";950907
1149;18;"MONTHLY FEE";950907
1423;76;"MONTHLY FEE";950908
2853;54;"MONTHLY FEE";950908
803;19;"MONTHLY FEE";950909
2456;65;"MONTHLY FEE";950909
619;1;"WEEKLY FEE";950909
301;60;"MONTHLY FEE";950910
372;55;"MONTHLY FEE";950910
3492;33;"MONTHLY FEE";950910
6463;16;"MONTHLY FEE";950911
3628;70;"MONTHLY FEE";950912
2358;7;"MONTHLY FEE";950913
1613;1;"MONTHLY FEE";950913
2866;43;"MONTHLY FEE";950913
3010;46;"MONTHLY FEE";950913
3368;24;"MONTHLY FEE";950914
5125;1;"MONTHLY FEE";950914
994;72;"MONTHLY FEE";950915
1674;1;"MONTHLY FEE";950915
3234;1;"MONTHLY FEE";950916
1452;45;"MONTHLY FEE";950916
9377;1;"MONTHLY FEE";950917
3758;38;"MONTHLY FEE";950919
138;22;"MONTHLY FEE";950919
1376;64;"MONTHLY FEE";950920
3770;23;"MONTHLY FEE";950920
11271;5;"MONTHLY FEE";950920
2353;51;"MONTHLY FEE";950921
1335;54;"MONTHLY FEE";950921
2119;74;"MONTHLY FEE";950921
8;57;"MONTHLY FEE";950921
1704;70;"MONTHLY FEE";950922
1660;1;"MONTHLY FEE";950922
5429;71;"MONTHLY FEE";950922
3440;22;"MONTHLY FEE";950922
2148;1;"MONTHLY FEE";950922
676;39;"MONTHLY FEE";950922
2731;1;"MONTHLY FEE";950926
80;43;"MONTHLY FEE";950927
3417;48;"MONTHLY FEE";950928
169;4;"MONTHLY FEE";950928
4047;45;"WEEKLY FEE";950929
7487;4;"MONTHLY FEE";951001
992;22;"MONTHLY FEE";951001
331;65;"MONTHLY FEE";951002
2835;73;"MONTHLY FEE";951003
3677;1;"MONTHLY FEE";951004
2565;74;"MONTHLY FEE";951004
4190;62;"MONTHLY FEE";951004
3317;4;"MONTHLY FEE";951004
1690;16;"MONTHLY FEE";951007
1448;1;"MONTHLY FEE";951007
521;9;"MONTHLY FEE";951008
3132;56;"MONTHLY FEE";951008
3944;22;"MONTHLY FEE";951008
1427;17;"MONTHLY FEE";951008
1742;68;"MONTHLY FEE";951008
6400;31;"FEE AFTER TRANSACTION";951009
3486;64;"MONTHLY FEE";951009
4473;45;"MONTHLY FEE";951009
2965;6;"MONTHLY FEE";951010
2301;22;"MONTHLY FEE";951010
2674;50;"MONTHLY FEE";951010
11;76;"MONTHLY FEE";951010
8533;47;"MONTHLY FEE";951010
1089;74;"MONTHLY FEE";951010
5063;43;"MONTHLY FEE";951011
1257;66;"MONTHLY FEE";951011
990;17;"MONTHLY FEE";951011
1581;39;"MONTHLY FEE";951012
2424;1;"MONTHLY FEE";951013
917;56;"MONTHLY FEE";951013
2255;52;"MONTHLY FEE";951014
11362;67;"MONTHLY FEE";951014
1796;18;"MONTHLY FEE";951014
2834;70;"MONTHLY FEE";951014
8114;59;"MONTHLY FEE";951014
260;24;"MONTHLY FEE";951014
1749;64;"MONTHLY FEE";951014
4650;4;"MONTHLY FEE";951015
336;62;"MONTHLY FEE";951016
308;61;"MONTHLY FEE";951016
319;47;"WEEKLY FEE";951017
762;76;"MONTHLY FEE";951018
1142;74;"MONTHLY FEE";951019
3200;17;"FEE AFTER TRANSACTION";951020
3646;63;"WEEKLY FEE";951020
1206;70;"MONTHLY FEE";951021
501;13;"MONTHLY FEE";951021
2235;45;"MONTHLY FEE";951022
2487;42;"MONTHLY FEE";951022
10762;1;"MONTHLY FEE";951023
3131;21;"MONTHLY FEE";951023
10520;55;"FEE AFTER TRANSACTION";951024
2515;64;"MONTHLY FEE";951024
2727;1;"MONTHLY FEE";951025
1756;38;"MONTHLY FEE";951026
2500;61;"MONTHLY FEE";951026
1426;40;"MONTHLY FEE";951027
602;43;"MONTHLY FEE";951027
3637;53;"MONTHLY FEE";951028
2481;1;"MONTHLY FEE";951028
3080;57;"MONTHLY FEE";951029
2621;55;"MONTHLY FEE";951029
1238;1;"MONTHLY FEE";951029
10710;19;"MONTHLY FEE";951030
2871;52;"MONTHLY FEE";951030
1403;17;"MONTHLY FEE";951102
1629;10;"MONTHLY FEE";951102
9353;59;"MONTHLY FEE";951103
820;74;"MONTHLY FEE";951104
3384;14;"MONTHLY FEE";951105
257;11;"MONTHLY FEE";951105
479;1;"MONTHLY FEE";951105
3764;69;"MONTHLY FEE";951105
155;58;"MONTHLY FEE";951107
3945;50;"MONTHLY FEE";951107
2157;77;"MONTHLY FEE";951108
2051;64;"WEEKLY FEE";951108
3061;76;"MONTHLY FEE";951108
3111;60;"MONTHLY FEE";951108
1691;48;"MONTHLY FEE";951108
1044;14;"MONTHLY FEE";951109
1945;56;"MONTHLY FEE";951109
9790;52;"MONTHLY FEE";951109
9928;60;"MONTHLY FEE";951109
2580;60;"MONTHLY FEE";951109
1599;57;"MONTHLY FEE";951110
11079;16;"MONTHLY FEE";951110
968;74;"MONTHLY FEE";951111
810;46;"MONTHLY FEE";951111
1760;53;"MONTHLY FEE";951111
2550;67;"MONTHLY FEE";951111
3572;65;"MONTHLY FEE";951112
1030;57;"MONTHLY FEE";951112
487;40;"MONTHLY FEE";951114
3767;1;"MONTHLY FEE";951115
348;25;"MONTHLY FEE";951115
1867;52;"MONTHLY FEE";951115
2516;6;"MONTHLY FEE";951116
3303;1;"MONTHLY FEE";951117
933;21;"MONTHLY FEE";951118
3229;64;"MONTHLY FEE";951118
1700;64;"MONTHLY FEE";951118
2836;42;"MONTHLY FEE";951118
338;49;"MONTHLY FEE";951118
3148;33;"MONTHLY FEE";951119
1357;56;"MONTHLY FEE";951120
3772;7;"MONTHLY FEE";951120
486;33;"MONTHLY FEE";951121
1395;1;"MONTHLY FEE";951121
1341;36;"MONTHLY FEE";951121
9017;70;"MONTHLY FEE";951122
10411;39;"FEE AFTER TRANSACTION";951123
2783;43;"MONTHLY FEE";951123
2015;68;"MONTHLY FEE";951125
2341;33;"MONTHLY FEE";951125
565;39;"MONTHLY FEE";951125
337;17;"MONTHLY FEE";951125
3780;44;"MONTHLY FEE";951125
557;1;"MONTHLY FEE";951126
3490;48;"MONTHLY FEE";951126
3973;20;"MONTHLY FEE";951127
2043;46;"MONTHLY FEE";951127
2003;32;"MONTHLY FEE";951127
728;60;"MONTHLY FEE";951128
3970;24;"MONTHLY FEE";951128
8169;29;"MONTHLY FEE";951128
452;63;"MONTHLY FEE";951129
3783;40;"MONTHLY FEE";951129
3189;29;"MONTHLY FEE";951129
3689;8;"MONTHLY FEE";951129
2803;58;"MONTHLY FEE";951201
1901;15;"MONTHLY FEE";951201
3525;70;"MONTHLY FEE";951201
3320;1;"MONTHLY FEE";951201
2851;17;"MONTHLY FEE";951202
2309;18;"MONTHLY FEE";951203
2437;1;"MONTHLY FEE";951204
1825;3;"MONTHLY FEE";951205
253;46;"MONTHLY FEE";951205
474;61;"MONTHLY FEE";951206
633;57;"MONTHLY FEE";951206
2374;1;"MONTHLY FEE";951207
1104;39;"MONTHLY FEE";951207
2692;28;"MONTHLY FEE";951208
6927;74;"WEEKLY FEE";951208
924;11;"MONTHLY FEE";951209
3305;13;"MONTHLY FEE";951209
2237;26;"MONTHLY FEE";951213
1917;73;"MONTHLY FEE";951213
1685;28;"MONTHLY FEE";951213
791;49;"MONTHLY FEE";951214
3858;2;"MONTHLY FEE";951214
5001;53;"MONTHLY FEE";951215
1469;67;"MONTHLY FEE";951215
3476;3;"MONTHLY FEE";951216
8039;9;"MONTHLY FEE";951217
3205;1;"MONTHLY FEE";951217
5477;57;"MONTHLY FEE";951217
1212;70;"MONTHLY FEE";951218
2095;56;"MONTHLY FEE";951219
